start_time,end_time,text
690.856,695.828,"<i>BUT A BITTER KISS
WILL BRING HIM TO HIS KNEES</i>"
701.075,705.125,"<i>SEE HIM MOVE
THROUGH SMOKE AND MIRRORS</i>"
705.58,709.585,<i>FEEL HIS PRESENCE IN THE CROWD</i>
710.751,714.881,"<i>OTHER GIRLS, THEY GATHER AROUND HIM</i>"
715.005,718.851,"<i>IF I HAD HIM, I WOULDN'T LET HIM OUT</i>"
720.052,723.523,"<i>GOLDENEYE, NOT LACE OR LEATHER</i>"
724.724,728.274,"<i>GOLDEN CHAIN, TAKE HIM TO THE SPOT</i>"
729.354,733.2,"<i>GOLDENEYE, I'LL SHOW HIM FOREVER</i>"
733.274,737.575,<i>IT'LL TAKE FOREVER TO SEE WHAT I'VE GOT</i>
739.572,742.12,<i>YOU'LL NEVER KNOW</i>
742.241,747.749,"<i>HOWL WATCHED YOU
FROM THE SHADOWS AS A CHILD</i>"
748.789,751.509,<i>YOU'LL NEVER KNOW</i>
751.583,757.261,"<i>HOW IT FEELS
TO GET SO CLOSE AND BE DENIED</i>"
757.881,761.476,<i>IT'S</i> A <i>GOLDEN HONEY TRAP</i>
761.594,765.894,<i>I'VE GOT FOR YOU TONIGHT</i>
766.265,768.485,"<i>REVENGE, IT'S A KISS</i>"
768.6,770.774,<i>THIS TIME I WON'T MISS</i>
771.229,778.113,<i>NOW I'VE GOT YOU IN MY SIGHT</i>
779.07,783.041,<i>WITH A GOLDENEYE</i>
784.2,788.125,"<i>GOLDEN, GOLDENEYE</i>"
789.08,792.254,<i>WITH A GOLDENEYE</i>
794.001,797.471,<i>GOLDENEYE</i>
820.861,826.038,"- JAMES, IS IT NECESSARY TO DRIVE SO FAST?
- MORE OFTEN THAN YOU'D THINK."
836.126,839.972,"I ENJOY A SPIRITED RIDE
AS MUCH AS THE NEXT GIRL, BUT..."
843.884,846.683,"- WHO'S THAT?
- THE NEXT GIRL."
911.076,913.375,"JAMES, STOP THIS! STOP IT!"
913.745,916.716,"- I KNOW WHAT YOU'RE DOING.
- WHAT'S THAT, DEAR?"
916.874,920.003,"YOU ARE JUST TRYING TO SHOW OFF
THE SIZE OF YOUR..."
920.086,922.259,"- ENGINE?
- EGO."
922.379,926.134,"WE'RE HAVING A PLEASANT DRIVE
AND YOU BRING PSYCHOLOGY INTO IT."
926.259,930.605,"- I WAS JUST SENT HERE TO EVALUATE YOU.
- LET'S PUT THAT BEHIND US, SHALL WE?"
966.798,969.143,LADIES FIRST.
984.024,985.993,"JAMES, I WANT YOU TO STOP THIS CAR!"
986.067,988.662,"- REALLY?
- STOP THIS CAR AT ONCE!"
996.328,1000.084,"AS YOU CAN SEE, I HAVE NO PROBLEM
WITH FEMALE AUTHORITY."
1000.165,1001.884,HUH!
1006.505,1009.475,"JAMES, YOU'RE INCORRIGIBLE."
1009.926,1012.428,WHAT AM I GOING TO DO WITH YOU?
1012.636,1015.937,"LET'S TOAST YOUR EVALUATION, SHALL WE?"
1021.187,1024.441,A VERY THOROUGH EVALUATION.
1047.38,1050.304,"<i>BONSOIR, MONSIEUR BOND.
TRES HEUREUX DE VOUS REVOIR.</i>"
1050.383,1054.637,"<i>- BONSOIR, PIERRE. CA VA BIEN?
- TRES BIEN. ET VOUS?</i>"
1075.407,1077.501,<i>SEPT É IA BANQUE.</i>
1078.618,1080.712,MADAME WINS.
1087.586,1090.135,"BET, MADEMOISELLE? NON?"
1091.132,1092.884,MONSIEUR.
1093.009,1095.103,"BETS, LADIES AND GENTLEMEN?"
1095.97,1098.722,"- NO PLAYERS?
-  BANCO."
1112.819,1115.789,IT APPEARS WE SHARE THE SAME PASSIONS.
1115.948,1117.7,"THREE, ANYWAY."
1117.782,1122.288,I COUNT TWO - MOTORING AND... BACCARAT.
1124.248,1126.296,"<i>HUIT, POUR LA BANQUE.</i>"
1128.877,1131.131,SEVEN. MADAME WINS.
1131.297,1135.143,"I HOPE THE THIRD
IS WHERE YOUR REAL TALENT LIES."
1135.634,1138.137,ONE RISES TO MEET A CHALLENGE.
1140.681,1142.854,DOUBLE.
1142.932,1144.98,<i>SUIVEZ.</i>
1157.49,1159.617,CA RTE.
1174.923,1177.722,MADAME STANDS WITH FIVE.
1181.012,1184.232,"- SIX. MADAME LOSES.
- BULIATCHL"
1186.519,1190.865,"- ENJOY IT... WHILE IT LASTS.
- THE VERY WORDS I LIVE BY."
1196.569,1199.198,AND WHAT WORDS DO YOU LIVE BY?
1200.407,1204.413,"- THE TRICK IS TO QUIT WHILE YOU'RE AHEAD.
- THAT'S ONE TRICK I'VE NEVER LEARNED."
1204.494,1206.748,PERHAPS YOU'LL SHOW ME HOW IT'S DONE.
1207.748,1210.547,"VODKA MARTINI. SHAKEN, NOT STIRRED."
1210.71,1212.804,AND FOR YOU?
1213.336,1215.055,THE SAME.
1215.131,1217.224,HOW DO YOU TAKE IT?
1217.883,1220.432,"STRAIGHT UP, WITH A TWIST."
1223.305,1225.147,"THANK YOU, MR..."
1225.223,1228.353,THE NAME'S BOND. JAMES BOND.
1228.935,1230.858,XENIA ZARAGEVNA ONATOPP.
1232.565,1235.067,"_ QNATOPP?
- ONATOPP-"
1236.568,1240.073,"- YOUR ACCENT... GEORGIAN?
- MM! VERY GOOD, MR BOND."
1240.573,1242.621,"- YOU'VE BEEN TO RUSSIA.
- NOT RECENTLY."
1242.7,1246.421,"I USED TO DROP IN OCCASIONALLY.
SHOOT IN AND OUT."
1246.703,1250.674,"IT'S VERY DIFFERENT NOW.
A LAND OF OPPORTUNITY."
1251.416,1254.17,WITH A NEW FERRARI IN EVERY GARAGE?
1254.377,1257.551,"NO, NOT QUITE. THAT BELONGS TO A FRIEND."
1257.631,1263.604,"THE FRENCH NUMBER
PLATES FOR THIS YEAR'S MODEL START WITH ""L""."
1263.721,1266.315,EVEN THE COUNTERFEIT ONES.
1266.766,1273.615,"OH. AND WHAT RANK DO YOU HOLD WITH
THE MOTOR VEHICLES DEPARTMENT, MR BOND?"
1273.814,1275.281,COMMANDER.
1275.566,1277.614,SHALL WE GO?
1278.152,1280.701,THIS ONE IS AN ADMIRAL.
1281.029,1283.282,I LIKE A WOMAN WHO ENJOYS PULLING RANK.
1284.115,1286.835,"NICE TO MEET YOU, MR BOND."
1287.452,1290.001,"THE PLEASURE, I'M SURE, WAS ALL MINE."
1377.25,1379.47,<i>TRANSMISSION BEGINS FROM MONEYPENNY.</i>
1379.545,1384.346,"<i>ONATOPP, XENIA. EX-SOVIET ﬁGHTER PILOT.</i>"
1384.424,1388.349,"<i>CURRENT SUSPECTED LINKS TO THE JANUS
CRIME SYNDICATE, ST PETERSBURG.</i>"
1388.429,1392.15,"<i>YACHT ""MANTICORE"" IS LEASED
TO A KNOWN JANUS CORPORATE FRONT.</i>"
1392.391,1394.609,"<i>M AUTHORIZES YOU
TO OBSERVE MISS ONATOPP,</i>"
1394.684,1399.191,"<i>BUT STIPULATES NO... CONTACT
WITHOUT PRIOR APPROVAL.</i>"
1399.44,1401.692,<i>END OF TRANSMISSION. MONEYPENNY.</i>
1401.775,1405.996,"<i>GOOD NIGHT, JAMES. I TRUST
YOU'LL STAY... ""ONATOPP"" OF THINGS</i>"
1422.003,1424.097,LYU BEEMYETS.
1448.154,1451.785,"XENIA, I... CAN'T... BREATHE!"
1461.794,1463.136,YES ! YES !
1520.644,1522.191,"<i>MERCI, MON AMIRAL.</i>"
1530.653,1532.701,"MY RESPECTS, ADMIRAL."
1536.035,1538.538,"DELIGHTED TO HAVE YOU ABOARD,
MADEMOISELLE."
1540.372,1543.046,"LADIES AND GENTLEMEN,"
1543.208,1547.429,"PLEASE TAKE YOUR <i>SEATS</i>
FOR THE DEMONSTRATION OF THE AIRCRAFT."
1580.788,1585.509,"WHAT YOU ARE ABOUT TO SEE IS EUROPE'S
ANSWER TO THE ELECTRONIC BATTLEﬁELD:"
1585.75,1589.13,"THE FIRST WORKING PROTOTYPE
OF THE TIGER HELICOPTER."
1589.212,1592.968,"UNIQUELY MANEUVERABLE, THE TIGER
NOT ONLY USES STEALTH TECHNOLOGY,"
1593.133,1597.354,"IT IS HARDENED AGAINST ALL FORMS
OF ELECTRONIC INTERFERENCE,"
1597.429,1600.103,"RADIO JAMMING
AND ELECTROMAGNETIC RADIATION."
1608.606,1613.282,"SHH. I HAVE A SMALL SURPRISE FROM
YOUR FRIENDS BACK AT THE BARRACKS."
1613.612,1615.579,I THINK I'VE GONE TO HEAVEN.
1615.655,1617.374,NOT YET.
1625.707,1629.211,PLEASE WELCOME THE PILOTS.
1631.296,1635.642,"LIEUTENANT COMMANDER BERNARD JAUBERT
AND LIEUTENANT FRANGOIS BROUSE."
1702.742,1705.336,SELECT MIR.
1705.412,1708.54,ORTHOGRAPHIC PROJECTION.
1709.916,1714.093,"COMPUTE POSSIBLE INTERCEPT
WITH SECOND-STAGE GEO-SAT TWO."
1722.054,1723.101,ANNA.
1726.349,1729.775,"HE WOULDN'T KNOW A WOMAN
IF ONE CAME UP AND SAT ON HIS HEAD."
1732.73,1734.858,BODS
1735.4,1737.903,"- BORIS!
- WHAT?"
1740.071,1742.7,"I THOUGHT I'D POST IT
ON THE INTERNET, NO?"
1742.865,1746.165,"- WHAT'S THE PASSWORD?
- I MADE IT EASY THIS TIME."
1746.244,1749.624,"EVEN YOU SHOULD BE ABLE TO BREAK IT,
BORSCHT-FOR-BRAINS."
1751.04,1754.135,ALL RIGHT. ALL RIGHT. I'LL GIVE YOU A HINT.
1754.252,1759.805,"THEY'RE RIGHT IN FRONT OF YOU
AND CAN OPEN VERY LARGE DOORS."
1761.425,1763.428,YOU'RE SUCH A GEEK.
1763.511,1766.105,YES! I'M IN.
1773.605,1776.074,"YOU'VE HACKED INTO
THE US DEPARTMENT OF JUSTICE."
1776.148,1778.242,WHAT IF THEY TRACE IT HERE?
1778.442,1782.198,"THE CHIEF OF COMPUTERS WILL CALL ME
A GENIUS, MOVE ME TO MOSCOW"
1782.28,1785.785,"AND GIVE ME A MILLION BUCKS
HARD CURRENCY."
1786.951,1788.875,I THINK NOT.
1788.953,1793.084,"BESIDES, THE AMERICANS ARE SLUG-HEADS.
THEY'LL NEVER DETECT ME."
1794.25,1797.221,"YOU WERE SAYING, SLUG-HEAD?"
1797.296,1800.174,NOBODY SCREWS WITH BORIS GRISHENKO.
1802.425,1805.224,"<i>-</i> SPIKED THEM!
- COME ON, BORIS. JUST HANG UP."
1805.304,1808.147,NO WAY! I SPIKED THEM.
1810.474,1814.73,"- ALL RIGHT. WHAT'S THE PASSWORD?
- I'M NOT GOING TO TELL YOU."
1814.813,1817.692,OK. LET ME GUESS.
1817.857,1820.451,"- IT'S NOT IN FRONT OF ME?
- MM-MM."
1820.652,1824.076,"YOU SIT ON IT,
BUT YOU CAN'T TAKE IT WITH YOU."
1828.993,1832.498,"MY PROGRAM SEIZES THE PHONE LINE
OF WHOEVER'S TRACING ME"
1832.58,1835.925,"AND JAMS THEIR MODEM
SO THEY CAN'T HANG UP."
1836.71,1839.838,NOW THE HUNTED BECOMES THE HUNTER.
1843.592,1846.31,"""BETTER LUCK NEXT TIME,"
1846.47,1848.313,SLUG-HEADS
1849.096,1852.727,BANG! GONE! I AM INVINCIBLE!
1858.731,1860.951,"WAS IT GOOD FOR YOU, TOO?"
1861.026,1863.619,I'M GETTING SOME COFFEE.
1863.694,1865.617,I'M GOING FOR A CIGARETTE.
1930.261,1934.642,"GENERAL ARKADY GRIGOROVICH OURUMOV,
HEAD OF SPACE DIVISION."
1946.944,1949.323,"- GENERAL, IF I'D KNOWN...
- YOU'D HAVE BEEN READY."
1949.405,1953.626,"THIS IS AN UNSCHEDULED TEST
OF SEVERNAYA, MAJOR. WAR SIMULATION."
1953.785,1957.13,"WE ARE GOING TO TEST-ﬁRE GOLDENEYE.
REPORT YOUR STATUS."
1957.288,1962.921,"TWO OPERATIONAL SATELLITES, SIR, PETYA AND
MISCHA, IN 90-MINUTE EARTH ORBIT AT 100KM."
1963.002,1964.63,GOOD.
1965.005,1966.802,HERE IS THE AUTHORIZATION CODE.
1967.048,1971.929,"NOW, THE GOLDENEYE AND TODAY'S ACCESS
NUMBERS FOR SATELLITE PETYA, PLEASE."
1972.011,1974.184,LAM TIMING YOU.
2005.295,2007.888,"GOOD. THANK YOU, MAJOR."
2045.71,2047.211,ON MY COUNT.
2047.42,2050.639,THREE... TWO... ONE...
2058.472,2061.443,SET TARGET. SEVERNAYA.
2072.487,2075.161,ARM THE WEAPON.
2099.764,2101.766,CHECK IT.
2112.527,2116.532,"THEIR BEST RESPONSE TIME
IS 19 MINUTES. THEY'LL BE LATE."
2151.148,2154.494,IT'S CLEAN. I HAD TO VENTILATE SOMEONE.
2191.188,2194.284,"- GOOD EVENING, MONEYPENNY.
- GOOD EVENING, JAMES."
2194.358,2197.532,"M WILL MEET YOU IN THE SITUATION ROOM.
I'M TO TAKE YOU IN."
2197.737,2200.956,"- NEVER SEEN YOU AFTER HOURS. LOVELY.
- THANK YOU, JAMES."
2201.032,2204.878,"OUT ON SOME KIND OF ASSIGNMENT?
DRESSING TO KILL?"
2204.994,2207.543,"I KNOW YOU'LL FIND THIS CRUSHING, O07,"
2207.664,2211.385,"BUT I DON'T SIT AT HOME
PRAYING FOR AN INTERNATIONAL INCIDENT"
2211.501,2214.846,"SO I CAN RUN DOWN HERE
ALL DRESSED UP TO IMPRESS JAMES BOND."
2215.13,2218.599,"I WAS ON A DATE WITH A GENTLEMAN.
WE WENT TO THE THEATER."
2218.8,2221.268,"MONEYPENNY, I'M DEVASTATED."
2221.385,2223.639,WHAT WOULD I EVER DO WITHOUT YOU?
2223.722,2227.898,"AS FAR AS I CAN REMEMBER, JAMES,
YOU'VE NEVER HAD ME."
2230.811,2233.28,HOPE SPRINGS ETERNAL.
2233.481,2237.03,"THIS SORT OF BEHAVIOUR
COULD QUALIFY AS SEXUAL HARASSMENT."
2237.11,2240.579,REALLY? WHAT'S THE PENALTY FOR THAT?
2240.78,2243.909,"SOMEDAY YOU HAVE TO MAKE GOOD
ON YOUR INNUENDOES."
2247.911,2252.509,"- AFTER YOU, MONEYPENNY.
- NO, I INSIST. YOU FIRST."
2257.213,2260.262,"<i>-</i> GOOD EVENING, O07.
- TANNER. WHAT'S UP?"
2260.382,2263.056,"16 MINUTES AGO,
WE INTERCEPTED A DISTRESS CALL"
2263.135,2267.141,"FROM A SUPPOSEDLY ABANDONED
RADAR STATION AT SEVERNAYA. LOOK."
2271.311,2276.909,"- WE FOUND A MATCH. YOUR MISSING TIGER.
- IN THE MIDDLE OF NORTHERN RUSSIA?"
2277.108,2281.329,"YOUR HUNCH WAS RIGHT. TOO BAD THE EVIL
QUEEN OF NUMBERS WOULDN'T LET YOU PLAY IT."
2281.403,2283.452,MM-HM.
2286.492,2289.496,"- YOU WERE SAYING?
- NO, NO. I WAS JUST... JUST..."
2289.621,2294.797,"GOOD. BECAUSE IF I WANT SARCASM, I'LL
TALK TO MY CHILDREN, THANK YOU VERY MUCH."
2295.46,2297.713,"- GOOD EVENING, 007.
- GOOD EVENING, M."
2297.795,2300.925,"THE PRIME MINISTER'S
WAITING FOR AN UPDATE."
2301.007,2304.056,"PROCEED WITH YOUR BRIEFING, MR TANNER."
2304.135,2306.307,THANK YOU.
2306.637,2310.233,"YES, AFTER THE DISTRESS SIGNAL,
YOUR HELICOPTER TOOK OFF"
2310.391,2313.143,"AND THE RUSSIANS
HAD THREE MIGS INTERCEPT IT."
2313.228,2315.731,WHAT DO YOU THINK THE BASE IS USED FOR?
2315.813,2318.657,"WE SUSPECTED IT MIGHT BE
THE GROUND STATION"
2318.775,2322.574,"FOR A SECRET SPACE-BASED
WEAPON CALLED GOLDENEYE, BUT..."
2322.653,2327.534,"OUR STATISTICAL ANALYSIS SAW THEY HAD
NEITHER THE FINANCE NOR TECHNOLOGY."
2327.742,2330.666,NUMBERS WERE NEVER MY STRONG SUIT.
2331.286,2333.21,ARE THESE PICTURES LIVE?
2333.498,2337.092,"UNLIKE THE AMERICAN GOVERNMENT, WE
PREFER NOT TO GET OUR BAD NEWS FROM CNN."
2360.733,2363.532,"NEGATIVE SO FAR.
EVERYTHING SEEMS NORMAL."
2426.965,2429.264,WHAT THE BLOODY HELL WAS THAT?
2438.186,2440.233,AAAARGHHH!
2473.512,2475.811,AAARGHHHH!
2515.471,2517.599,NATALYA FYODOROVNA SIMONOVA.
2520.226,2522.603,NATALYA FYODOROVNA SIMONOVA!
2553.384,2555.431,AARGH!
2595.592,2598.938,BORIS! BORIS!
2599.931,2601.353,THANKS.
2601.431,2605.811,"OUR SATELLITE IS KNOCKED OUT.
SO ARE TWO OF THE AMERICANS'."
2606.813,2611.409,"WE HAVE ANOTHER,
COMING INTO RANGE... NOW."
2615.195,2617.289,GOOD GOD.
2618.699,2620.746,TWO OF THE MIGS ARE DOWN.
2620.827,2623.25,IT LOOKS LIKE THE THIRD WENT INTO THE DISH.
2623.579,2625.376,WHAT DO YOU THINK?
2625.539,2630.545,"NO LIGHTS. NOT ONE SINGLE
ELECTRIC LIGHT ON IN A 30-MILE RADIUS."
2631.878,2634.597,"- EMP?
- IT WOULD EXPLAIN THE MIGS AND SATELLITES."
2634.673,2637.472,"- AND THE BLACKOUT.
- ELECTROMAGNETIC PULSE."
2637.552,2642.557,"- A SATELLITE WEAPON DEVELOPED BY THE...
- AMERICANS AND SOVIETS IN THE COLD WAR."
2642.806,2644.73,I'VE READ THE BRIEF.
2644.809,2649.44,"DISCOVERED AFTER HIROSHIMA. SET OFF
A NUCLEAR DEVICE IN THE UPPER ATMOSPHERE."
2649.521,2654.699,"CREATES A PULSE, A RADIATION SURGE,
THAT DESTROYS EVERYTHING ELECTRONIC."
2654.902,2660.032,"THE IDEA BEING TO KNOCK OUT THE ENEMY'S
COMMUNICATIONS BEFORE THEY CAN RETALIATE."
2661.199,2663.623,"SO, GOLDEN EYE EXISTS."
2664.661,2666.335,YES.
2666.496,2669.876,"- COULD THIS BE AN ACCIDENT?
- NO. THE HELICOPTER."
2670.168,2673.422,"FOR STEALING THE GOLDENEYE,
IT WAS THE PERFECT GETAWAY VEHICLE."
2673.503,2677.099,"SETTING OFF THE BLAST WOULD
WIPE OUT ANY TRACE OF THE CRIME."
2677.175,2681.521,"- THE JANUS GROUP?
- IT MAY BE LINKED TO THE HELICOPTER."
2682.554,2684.603,I KNOW THE RUSSIAN FAIL-SAFE SYSTEMS.
2684.681,2689.858,"YOU JUST DON'T WALK IN AND ASK FOR THE KEYS
TO THE BOMB. YOU NEED THE ACCESS CODES."
2697.11,2699.614,THERE HAD TO BE AN INSIDER.
2707.371,2709.998,"AT LEAST ONE PERSON
PROBABLY KNOWS WHO IT IS."
2731.646,2735.15,"VERY WELL, SIR. THANK YOU. GOOD NIGHT."
2736.9,2741.702,"THE PRIME MINISTER'S TALKED TO MOSCOW. IT
WAS ""AN ACCIDENT ON A TRAINING EXERCISE""."
2741.864,2744.958,"GOVERNMENTS CHANGE.
THE LIES STAY THE SAME."
2745.076,2747.043,WHAT ELSE DO WE KNOW ABOUT JANUS?
2747.411,2750.505,"TOP-FLIGHT ARMS DEALERS,
HEADQUARTERED IN ST PETERSBURG."
2750.581,2753.55,RESTOCKED THE IRAQIS DURING THE GULF WAR.
2753.626,2757.005,"THE HEAD MAN'S UNRELIABLY
DESCRIBED. NO PHOTOGRAPHS."
2757.088,2760.217,"THE WOMAN, ONATOPP,"
2760.298,2762.472,IS OUR ONLY CONFIRMED CONTACT.
2762.717,2766.268,"- WOULD YOU CARE FOR A DRINK?
- THANK YOU."
2766.764,2770.393,"- YOUR PREDECESSOR KEPT SOME COGNAC...
- I PREFER BOURBON."
2770.726,2773.228,"- ICE?
- YES."
2780.902,2785.875,"WE PULLED THE FILES ON WHOEVER MAY HAVE
HAD ACCESS OR AUTHORITY AT SEVERNAYA."
2786.032,2790.083,"THE TOP NAME ON THE LIST'S
AN OLD FRIEND OF YOURS, I UNDERSTAND."
2793.416,2796.34,OURUMOV. THEY MADE HIM A GENERAL.
2796.418,2799.389,"HE SEES HIMSELF AS THE NEXT
""IRON MAN OF RUSSIA""."
2799.463,2803.434,"OUR POLITICAL ANALYSTS SAY
HE DOESN'T ﬁT THE PROFILE OF A TRAITOR."
2803.509,2807.514,"ARE THESE THE SAME ANALYSTS WHO SAID
THAT GOLDENEYE COULDN'T EXIST?"
2807.637,2812.643,"WHO SAID THE HELICOPTER POSED NO THREAT
AND WASN'T WORTH FOLLOWING?"
2814.061,2816.905,"YOU DON'T LIKE ME, BOND.
YOU DON'T LIKE MY METHODS."
2816.981,2821.952,"YOU THINK I'M AN ACCOUNTANT, MORE
INTERESTED IN NUMBERS THAN YOUR INSTINCTS."
2822.32,2824.414,"- THE THOUGHT HAD OCCURRED TO ME.
- GOOD."
2824.572,2827.746,"BECAUSE I THINK YOU'RE
A SEXIST, MISOGYNIST DINOSAUR,"
2827.824,2831.92,"A RELIC OF THE COLD WAR, WHOSE
BOYISH CHARMS, THOUGH WASTED ON ME,"
2831.996,2835.59,"OBVIOUSLY APPEALED TO THAT
YOUNG WOMAN I SENT OUT TO EVALUATE YOU."
2835.791,2838.92,"- POINT TAKEN.
- NOT QUITE, O07."
2839.503,2842.722,"IF YOU THINK I DON'T HAVE THE BALLS
TO SEND A MAN OUT TO DIE,"
2842.797,2845.175,YOUR INSTINCTS ARE DEAD WRONG.
2845.3,2848.224,"I'VE NO COMPUNCTION
ABOUT SENDING YOU TO YOUR DEATH."
2848.346,2852.896,"BUT I WON'T DO IT ON A WHIM, EVEN
WITH YOUR CAVALIER ATTITUDE TOWARDS LIFE."
2856.603,2858.606,I WANT YOU TO FIND GOLDENEYE.
2858.688,2862.034,"FIND WHO TOOK IT, WHAT THEY PLAN
TO DO WITH IT, AND STOP IT."
2862.36,2864.657,"IF YOU COME ACROSS OURUMOV,
GUILTY OR NOT,"
2864.737,2870.039,"DON'T RUN OFF ON A VENDETTA. AVENGING
ALEC TREVELYAN WILL NOT BRING HIM BACK."
2870.284,2875.039,"- YOU DIDN'T GET HIM KILLED.
- NEITHER DID YOU. DON'T MAKE IT PERSONAL."
2875.956,2877.878,NEVER.
2881.336,2883.385,BOND...
2885.757,2887.885,COME BACK ALIVE.
2927.882,2930.762,"GOOD MORNING, GENERAL OURUMOV."
2932.262,2935.186,DEFENSE MINISTER MISHKIN... GENTLEMEN.
2935.266,2938.065,"PLEASE, DELIVER YOUR REPORT."
2940.98,2946.032,"AS YOU KNOW, 72 HOURS AGO, A SECRET
WEAPONS SYSTEM - CODENAME GOLDENEYE -"
2946.11,2948.204,WAS DETONATED OVER SEVERNAYA.
2948.32,2952.916,"AS HEAD OF SPACE DIVISION,
I PERSONALLY UNDERTOOK THE INVESTIGATION."
2952.992,2957.588,"I HAVE CONCLUDED THIS CRIME WAS
COMMITTED BY SIBERIAN SEPARATISTS"
2957.663,2960.291,SEEKING TO CREATE POLITICAL UNREST.
2961.375,2965.846,"REGRETTABLY, THE PEACEFUL WORK AND THE
HARD-CURRENCY EARNINGS OF SEVERNAYA"
2965.92,2968.764,HAVE BEEN SET BACK BY SEVERAL YEARS.
2969.007,2971.135,"THEREFORE, I TENDER MY RESIGNATION."
2974.137,2977.733,"IT SEEMS THE COUNCIL DOES NOT WANT
YOUR HEAD, ARKADY GRIGOROVICH."
2977.807,2981.277,"MERELY YOUR ASSURANCE THAT
THERE ARE NO OTHER GOLDENEYES."
2981.353,2983.981,"I CAN GIVE YOU THAT ASSURANCE,
DEFENSE MINISTER."
2984.063,2987.068,"AND WHAT OF THE TWO MISSING
SEVERNAYA TECHNICIANS?"
2989.987,2993.833,"I WAS AWARE ONLY OF THE ONE.
BORIS GRISHENKO."
2993.99,2997.039,"THERE WAS A GIRL ALSO, WHOSE BODY
WAS NOT AMONG THE DEAD."
2997.119,3000.338,"NATALYA FYODOROVNA SIMONOVA.
A LEVEL-TWO PROGRAMMER."
3000.498,3003.092,I WILL INVESTIGATE IMMEDIATELY.
3003.501,3008.552,"IT WOULD SEEM PRESUMPTUOUS TO BLAME
THIS INCIDENT ON SIBERIAN SEPARATISTS"
3008.63,3013.056,"BEFORE THE WHEREABOUTS
OF YOUR OWN PEOPLE ARE DETERMINED."
3013.677,3017.351,"- DO YOU AGREE?
- YES, DEFENSE MINISTER."
3017.889,3021.11,THANK YOU FOR BRINGING IT TO MY ATTENTION.
3022.436,3024.53,THAT WILL BE ALL.
3038.284,3041.88,"MORNING, Q. SORRY ABOUT THE LEG. SKIING?"
3044.583,3046.835,HUNTING.
3046.918,3049.387,"RIGHT. NOW PAY ATTENTION, O07."
3049.713,3051.465,"FIRST, YOUR NEW CAR."
3051.632,3056.137,"BMW. AGILE, FIVE FORWARD GEARS,
ALL-POINTS RADAR."
3056.719,3061.851,"SELF-DESTRUCT SYSTEM. AND, NATURALLY,
ALL THE USUAL REFINEMENTS."
3062.059,3065.563,"NOW, THIS I'M PARTICULARLY PROUD OF."
3065.771,3068.57,"BEHIND THE HEADLIGHTS, STINGER MISSILES."
3069.065,3072.32,"EXCELLENT. JUST THE THING
FOR UNWINDING AFTER A ROUGH DAY."
